"","RuleMatchCount-PART","RuleMatchWeighted-PART","RuleMatchCount-J48","RuleMatchWeighted-J48","RuleMatchCount-DT","RuleMatchWeighted-DT","PureJ48","PureDT","PurePART","RuleMatchCount-Rand","RuleMatchWeighted-Rand"
"australian",0.799274162285568,0.854636829897109,0.818682688366279,0.824389347272956,0.85283885537346,0.862487469336715,0.829682360496709,0.841786289207333,0.842353042105742,0.849440539618892,0.872129311334455
"breast",0.937306700848388,0.932409922868503,0.932560759425644,0.933945199292707,0.927656763865581,0.923797635963545,0.928314896474357,0.929914472994754,0.936385113588895,0.93642888207839,0.937903720959347
"breastcancer",0.696728662564823,0.693087637493768,0.661545496494415,0.653131696711453,0.680177320353811,0.684335556798611,0.685151994135181,0.686411294753692,0.678174954934517,0.693295950262888,0.671831235176063
"diabetes",0.707188059238872,0.71722815712351,0.661124575119118,0.674602175824793,0.72476376309461,0.737331843825179,0.711590557564138,0.708553898154895,0.710302332197507,0.71365822804169,0.731701492908009
"heart",0.801494375427984,0.779841354179589,0.70538806328022,0.690423820007153,0.763799000865994,0.731781600752189,0.759236063803057,0.763969620182772,0.759661775729759,0.767465551097732,0.758605526215175
"hepatitis",0.80578125,0.775796512515262,0.763072760572761,0.747495837495837,0.825058760683761,0.812863438644689,0.805138125763126,0.825929268081161,0.828794072635033,0.803978330697081,0.761454305725139
"ionosphere",0.868020803821942,0.876592832107052,0.887026891783869,0.876858776150759,0.881666357146056,0.848727201717194,0.902319865418616,0.86706197456468,0.87461355763394,0.879394511974672,0.873146958605461
"labor",0.830555555555555,0.848765432098765,0.913194444444444,0.870987654320988,0.87962962962963,0.881481481481482,0.870987654320988,0.838280423280423,0.844652777777778,0.84484126984127,0.823148148148148
"liver-disorders",0.597775457293701,0.585494461420932,0.612011215879051,0.605666056735024,0.558003724070645,0.565729272733497,0.657924568748944,0.61637351882542,0.616490959117735,0.575257895796624,0.571242341961092
"mushroom",0.999263800949461,0.999263800949461,0.991315042725398,0.990484645818067,0.999018878929448,0.999018170080276,1,1,1,0.999264211461603,0.998527413644746
"sick",0.962322667017412,0.977072317168195,0.978611364390996,0.978832794934971,0.977806046828352,0.978892851598861,0.978536512350715,0.978394563664711,0.97842982488855,0.978454346079165,0.978277821531814
"sonar",0.659061683930105,0.65710446299732,0.612651901669759,0.64552625493415,0.652950858665144,0.680756357423761,0.648722741038918,0.645820938320938,0.659604862357352,0.683085525585526,0.675934938077795
"tic-tac-toe",0.841740591003639,0.879692886910869,0.800305972886423,0.803527508831364,0.833630051005809,0.78624099346546,0.925782394566038,0.888471528904474,0.908803467742711,0.847380522175985,0.841014816144147
"vote",0.897406096972441,0.949890212658415,0.926028896481615,0.951994678181998,0.945487169048063,0.955173722909106,0.958654624818831,0.957016533738377,0.95544506170359,0.945256717241677,0.954838551309989
"Average",0.814565704779278,0.823348344313482,0.804537148108571,0.80341903189373,0.821606227111455,0.817758399766469,0.833003025678544,0.824856023190974,0.828122271600936,0.822657320139514,0.81783975583867
"RankSum",92,78,107,109,88,82,63,78,66,68,91
