"","RuleMatchCount-PART","RuleMatchWeighted-PART","RuleMatchCount-J48","RuleMatchWeighted-J48","RuleMatchCount-DT","RuleMatchWeighted-DT","PureJ48","PureDT","PurePART","RuleMatchCount-Rand","RuleMatchWeighted-Rand"
"australian",0.797101449275362,0.850724637681159,0.801449275362319,0.810144927536232,0.842028985507246,0.852173913043478,0.82463768115942,0.834782608695652,0.83719806763285,0.846376811594203,0.86231884057971
"breast",0.932732919254658,0.931262939958592,0.931325051759834,0.932712215320911,0.926997929606625,0.921262939958592,0.92703933747412,0.928426501035197,0.935093167701863,0.935610766045549,0.936997929606625
"breastcancer",0.695566502463054,0.706034482758621,0.660344827586207,0.673768472906404,0.709729064039409,0.709852216748769,0.681896551724138,0.702832512315271,0.695771756978654,0.692364532019704,0.702709359605911
"diabetes",0.703349282296651,0.716387559808612,0.678434723171565,0.687542720437457,0.722795625427204,0.730553656869446,0.712303485987697,0.7161995898838,0.716228070175439,0.707142857142857,0.733168147641832
"heart",0.751851851851852,0.751851851851852,0.659259259259259,0.640740740740741,0.744444444444444,0.714814814814815,0.740740740740741,0.748148148148148,0.74320987654321,0.740740740740741,0.733333333333333
"hepatitis",0.737083333333333,0.756666666666667,0.7625,0.75625,0.807916666666667,0.795,0.801666666666667,0.820416666666667,0.820138888888889,0.781666666666667,0.7575
"ionosphere",0.811587301587302,0.866031746031746,0.871984126984127,0.843571428571429,0.865873015873016,0.803174603174603,0.897380952380952,0.864603174603175,0.872619047619048,0.871587301587302,0.851904761904762
"labor",0.67,0.776666666666667,0.826666666666667,0.826666666666667,0.756666666666667,0.773333333333333,0.826666666666667,0.793333333333333,0.81,0.74,0.776666666666667
"liver-disorders",0.588067226890756,0.585210084033613,0.591260504201681,0.596974789915966,0.559243697478992,0.573865546218487,0.654957983193277,0.615882352941176,0.617058823529412,0.570504201680672,0.570420168067227
"mushroom",0.999261538181884,0.999261538181884,0.991138609661959,0.990276995134483,0.999014778325123,0.999015232763165,1,1,1,0.999261386702537,0.998522773405074
"sick",0.95519978106185,0.977205170308619,0.97826337136682,0.97852792163137,0.978264073091659,0.977999522827109,0.978791770171081,0.97905702216047,0.978967669197554,0.97852862335621,0.978000224551949
"sonar",0.630714285714286,0.611904761904762,0.586666666666667,0.610714285714286,0.622142857142857,0.621190476190476,0.624285714285714,0.63,0.644444444444444,0.673809523809524,0.615714285714286
"tic-tac-toe",0.829912280701754,0.877905701754386,0.793453947368421,0.79344298245614,0.805888157894737,0.786063596491228,0.924879385964912,0.884577850877193,0.906337719298246,0.818377192982456,0.837116228070175
"vote",0.861892177589852,0.9473044397463,0.922040169133192,0.949577167019028,0.942811839323467,0.951902748414376,0.956501057082452,0.955311839323467,0.953453136011276,0.942706131078224,0.951902748414376
"Average",0.783165709300185,0.811029874810963,0.789627657084908,0.792207951003651,0.80598698582058,0.80072875720342,0.825124856678417,0.819540828570254,0.823608619144349,0.807048338243332,0.807591104825852
"RankSum",105,79,112,112,89,95,59,56,46,84,82
