"","RuleMatchCount-PART","RuleMatchWeighted-PART","RuleMatchCount-J48","RuleMatchWeighted-J48","RuleMatchCount-DT","RuleMatchWeighted-DT","PureJ48","PureDT","PurePART","RuleMatchCount-Rand","RuleMatchWeighted-Rand"
"australian",0.822328461777634,0.856757993517842,0.844245318305596,0.859129248241556,0.854939223522314,0.866675982808398,0.829682360496709,0.841786289207333,0.842353042105742,0.852578538494299,0.868577587003863
"breast",0.950883516128088,0.939811272198917,0.939840193219846,0.929610936276475,0.928582242190694,0.926352087334719,0.928314896474357,0.929914472994754,0.936385113588895,0.94029279261667,0.932028164349848
"breastcancer",0.704405628058801,0.68298257220596,0.645999976341228,0.639518658061849,0.667713630697139,0.692705524041731,0.685151994135181,0.686411294753692,0.678174954934517,0.690565702496737,0.731517627768669
"diabetes",0.718952111644409,0.730051669324722,0.678175405875338,0.703891101160706,0.723178625537292,0.743178935684965,0.711590557564138,0.708553898154895,0.710302332197507,0.731478552174092,0.732664654653804
"heart",0.782699566515356,0.776482743835685,0.72623028855485,0.73651000748223,0.765349914246973,0.744434520937789,0.759236063803057,0.763969620182772,0.759661775729759,0.788197255244469,0.789020648226033
"hepatitis",0.815407405094905,0.779840801559551,0.820980870980871,0.833722527472528,0.844428334011667,0.817961800104657,0.805138125763126,0.825929268081161,0.828794072635033,0.813630909985077,0.784401470924908
"ionosphere",0.899711463715496,0.902762125952218,0.8650287999038,0.874304710289085,0.841962069654895,0.835312725283482,0.902319865418616,0.86706197456468,0.87461355763394,0.886085125755497,0.873317811973274
"labor",0.838888888888889,0.847222222222222,0.895833333333333,0.884259259259259,0.774444444444444,0.786111111111111,0.870987654320988,0.838280423280423,0.844652777777778,0.80462962962963,0.918981481481482
"liver-disorders",0.625250317645047,0.633669305119433,0.584871500010199,0.576202995543342,0.556348174911579,0.597130398008126,0.657924568748944,0.61637351882542,0.616490959117735,0.574168031801115,0.604858254095683
"mushroom",0.9984043877115,0.999018697020589,0.993708650073168,0.993345981423287,0.997687369277383,0.997682751215127,1,1,1,0.998773166382658,0.997916520024302
"sick",0.973096032690739,0.97797443904025,0.977294732198318,0.977568128482217,0.977482767568889,0.978819905865973,0.978536512350715,0.978394563664711,0.97842982488855,0.978642090413424,0.978884210462969
"sonar",0.659071598336304,0.637382791500439,0.611102779495637,0.624582762929733,0.697528186099615,0.719231473291071,0.648722741038918,0.645820938320938,0.659604862357352,0.655742167885025,0.684386817858457
"tic-tac-toe",0.853278338644738,0.899218144055788,0.823283983298519,0.814706588848772,0.823399825369827,0.776301793359438,0.925782394566038,0.888471528904474,0.908803467742711,0.875581730686062,0.84250502865771
"vote",0.886557993414046,0.956449460825311,0.948284150908326,0.949519207475694,0.956219585960783,0.957779727780578,0.958654624818831,0.957016533738377,0.95544506170359,0.95271694875234,0.955393364144214
"Average",0.82349540787614,0.829973159884209,0.811062855892788,0.814062293781909,0.814947456678107,0.817119909773369,0.833003025678544,0.824856023190974,0.828122271600936,0.82450590302265,0.835318117258944
"RankSum",82,69,116,110,98,85,72,84,73,75,60
