"","RuleMatchCount-PART","RuleMatchWeighted-PART","RuleMatchCount-J48","RuleMatchWeighted-J48","RuleMatchCount-DT","RuleMatchWeighted-DT","PureJ48","PureDT","PurePART","RuleMatchCount-Rand","RuleMatchWeighted-Rand"
"australian",80.2898550724638,84.4927536231884,80.7246376811594,82.6086956521739,84.3478260869565,85.3623188405797,82.463768115942,83.4782608695652,83.719806763285,85.2173913043478,85.3623188405797
"breast",93.7018633540373,94.2753623188406,94.128364389234,93.5569358178054,92.9834368530021,91.5548654244306,92.703933747412,92.8426501035197,93.5093167701863,93.9875776397515,93.6977225672878
"breastcancer",69.2487684729064,71.3054187192118,66.7364532019704,67.4261083743842,73.0788177339901,73.435960591133,68.1896551724138,70.2832512315271,69.5771756978654,72.0197044334975,71.3177339901478
"diabetes",72.9323308270677,72.8041695146958,67.5837320574163,67.9784688995215,73.3168147641832,72.9289131920711,71.2303485987697,71.61995898838,71.6228070175439,73.8397129186603,72.9306220095694
"heart",76.6666666666667,79.2592592592593,70.7407407407407,69.6296296296296,75.5555555555556,74.4444444444444,74.0740740740741,74.8148148148148,74.320987654321,74.8148148148148,76.2962962962963
"hepatitis",75,78.1666666666667,77.4583333333333,77.5416666666667,82.6666666666667,79.5,80.1666666666667,82.0416666666667,82.0138888888889,80.75,79.5416666666667
"ionosphere",82.015873015873,85.7380952380952,86.9047619047619,84.3571428571429,86.8730158730159,78.8888888888889,89.7380952380952,86.4603174603175,87.2619047619048,88.3095238095238,84.0396825396825
"labor",67,77.6666666666667,84.3333333333333,82.6666666666667,75.6666666666667,74,82.6666666666667,79.3333333333333,81,79,76
"liver-disorders",62.5714285714286,60.0084033613445,60.0084033613445,59.9831932773109,55.3697478991597,57.3781512605042,65.4957983193277,61.5882352941176,61.7058823529412,62.2689075630252,57.6554621848739
"mushroom",99.8768927344446,99.9015232763165,99.064599882452,99.0276995134483,99.9014778325123,99.9015232763165,100,100,100,99.9261538181884,99.8522924884421
"sick",97.40214447111,97.7999522827109,97.773286738804,97.799741765259,97.7733569112879,97.7999522827109,97.879177017108,97.905702216047,97.8967669197554,97.826266964198,97.799811937743
"sonar",62.1190476190476,63.5476190476191,62.0476190476191,60.0952380952381,66.9285714285714,62.5476190476191,62.4285714285714,63,64.4444444444444,60.2142857142857,65
"tic-tac-toe",84.7609649122807,89.4561403508772,81.2160087719298,80.4890350877193,82.0427631578947,78.8201754385965,92.4879385964912,88.4577850877193,90.6337719298246,87.469298245614,85.2861842105263
"vote",82.4524312896406,95.1849894291755,93.5940803382664,95.1902748414376,95.4281183932347,95.1902748414376,95.6501057082452,95.5311839323467,95.3453136011276,92.8646934460888,95.1902748414376
"Average",79.0027333576405,82.1147871253334,80.1653110558832,79.8821783674574,81.5666311301927,80.1252205377666,82.5124856678417,81.9540828570254,82.3608619144349,82.036309333714,81.4264334695181
"RankSum",107,70,112,118,75,96,69,67,62,63,79
